"","idnum","mothid4","m4b0","m4b1","m4b2","m4b4a1","m4b26a","m4b4a2","m4b26b","m4b4a3","m4b26c","m4b4a4","m4b26d","m4b4a5","m4b26e","m4b4a6","m4b26f","m4b4a7","m4b26g","m4b4a8","m4b26h","m4b5","m4b5a","m4b8","m4b8a","m4b8b","m4b27","m4b28a","m4b28b","m4b28c","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","m4c4","m4c4a","m4c5","m4c7a","m4c7b","m4c7c","m4c7d","m4c26a","m4c26b","m4c26c","m4c26d","m4i0e","m4j18","kind_a5","kind_a6","kind_a7","kind_b1a","kind_b1b","kind_b1c","kind_b1d","kind_b1e","kind_b1f","kind_b1g","kind_b1h","kind_b1i"
"3363","3363","33630",1,1,2,7,-6,5,-6,5,-6,5,-6,7,-6,4,-6,3,-6,5,-6,1,4,1,4,20,-6,-6,-6,-6,2,2,2,1,3,1,2,2,2,-6,3,1,4,4,3,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1
"3364","3364","33640",1,1,1,3,-6,4,-6,1,-6,7,-6,7,-6,3,-6,2,-6,2,-6,2,-6,1,3,25,-6,-6,-6,-6,1,3,2,1,3,2,2,0,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365","3365","33650",1,1,2,3,-6,3,-6,7,-6,7,-6,7,-6,3,-6,0,-6,7,-6,1,4,1,4,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,2,2,2,3,4,1,2,5,3,3,3,2
"3366","3366","33660",1,1,1,7,-6,2,-6,3,-6,7,-6,7,-6,3,-6,1,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,0,0,0,0,1,0,2,1,2,-6,2,1,1,2,4,2,2,1,1,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367","3367","33670",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368","3368","33680",1,2,2,7,-6,7,-6,7,-6,3,-6,7,-6,3,-6,3,-6,7,-6,2,-6,1,3,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369","3369","33690",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370","3370","33700",1,3,5,7,-6,1,-6,1,-6,7,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,3,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371","3371","33710",1,3,2,4,-6,5,-6,5,-6,7,-6,5,-6,3,-6,3,-6,5,-6,2,-6,1,4,30,-6,-6,-6,-6,2,2,2,2,2,2,2,2,2,-6,3,1,1,4,1,4,4,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372","3372","33720",1,2,1,3,-6,4,-6,3,-6,5,-6,7,-6,2,-6,2,-6,5,-6,2,-6,1,1,30,-6,-6,-6,-6,3,3,4,3,7,2,2,3,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373","3373","33730",1,3,1,7,-6,7,-6,7,-6,7,-6,7,-6,5,-6,3,-6,4,-6,2,-6,1,1,15,-6,-6,-6,-6,5,4,5,7,7,3,3,5,2,-6,1,2,2,2,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3374","3374","33740",1,2,2,5,-6,5,-6,2,-6,5,-6,7,-6,5,-6,1,-6,7,-6,2,-6,1,3,45,-6,-6,-6,-6,0,1,0,4,4,5,1,7,2,-6,1,3,2,1,1,-6,-6,-6,-6,1,2,4,3,3,4,5,4,5,5,5,5,5,4
"3375","3375","33750",1,1,1,5,-6,4,-6,3,-6,4,-6,3,-6,4,-6,1,-6,5,-6,2,-6,1,5,10,-6,-6,-6,-6,3,3,3,2,2,4,3,5,2,-6,1,1,1,2,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376","3376","33760",2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,2,3,3,1,2,2,1,1,4,3,3,2,2
"3377","3377","33770",1,2,3,2,-6,2,-6,2,-6,7,-6,4,-6,2,-6,1,-6,7,-6,1,4,1,4,5,-6,-6,-6,-6,1,0,2,3,4,1,1,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,3,2,3,3,5,4,3,4,3,4,4,5
"3378","3378","33780",1,2,3,7,-6,3,-6,1,-6,7,-6,7,-6,1,-6,3,-6,7,-6,1,3,1,4,37,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,3,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3379","3379","33790",1,2,1,0,-6,0,-6,0,-6,7,-6,7,-6,0,-6,7,-6,2,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,-6,1,4,4,4,5,5,6,1,4,4,4,1,2
"3380","3380","33800",1,2,1,4,-6,7,-6,7,-6,3,-6,7,-6,4,-6,7,-6,4,-6,1,3,2,-6,-6,-6,-6,-6,-6,1,1,1,1,7,1,4,2,2,-6,1,4,2,2,2,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381","3381","33810",1,3,1,5,-6,3,-6,2,-6,3,-6,4,-6,3,-6,1,-6,7,-6,-2,-6,1,3,30,-6,-6,-6,-6,3,2,4,5,3,4,1,7,1,4,2,2,3,1,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382","3382","33820",2,-6,-6,-6,2,-6,2,-6,0,-6,2,-6,2,-6,2,-6,0,-6,1,-6,-6,-6,-6,-6,4,1,1,1,2,2,2,4,2,4,2,3,2,-6,2,1,1,4,1,3,2,1,2,-6,1,5,3,5,5,5,4,5,4,4,5,5,4
"3383","3383","33830",1,1,1,7,-6,3,-6,3,-6,7,-6,7,-6,2,-6,1,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,2,3,5,1,3,1,5,2,-6,2,2,4,4,2,2,2,2,3,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384","3384","33840",1,1,1,1,-6,2,-6,7,-6,7,-6,7,-6,1,-6,5,-6,3,-6,2,-6,1,4,28,-6,-6,-6,-6,0,1,7,3,7,2,2,0,2,-6,1,1,4,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385","3385","33850",1,1,1,5,-6,2,-6,2,-6,3,-6,3,-6,7,-6,1,-6,3,-6,1,4,1,3,9,-6,-6,-6,-6,1,1,1,1,1,2,2,3,1,4,1,1,1,2,2,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386","3386","33860",1,1,1,7,-6,6,-6,7,-6,7,-6,7,-6,4,-6,1,-6,7,-6,2,-6,1,5,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387","3387","33870",1,1,1,7,-6,7,-6,7,-6,5,-6,7,-6,3,-6,7,-6,4,-6,1,4,1,5,30,-6,-6,-6,-6,3,3,3,7,7,5,5,7,2,-6,1,1,2,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388","3388","33880",1,1,2,3,-6,2,-6,2,-6,4,-6,7,-6,3,-6,3,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,3,2,3,3,7,3,7,4,2,-6,1,1,1,2,2,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389","3389","33890",1,1,1,7,-6,7,-6,7,-6,5,-6,7,-6,3,-6,7,-6,7,-6,1,3,1,5,35,-6,-6,-6,-6,7,7,7,7,7,3,3,7,2,-6,1,1,2,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390","3390","33900",1,1,1,3,-6,3,-6,2,-6,3,-6,6,-6,1,-6,2,-6,4,-6,1,2,2,-6,-6,-6,-6,-6,-6,-2,2,2,3,4,2,2,3,1,3,1,1,4,4,1,2,2,2,1,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391","3391","33910",1,1,1,7,-6,7,-6,0,-6,2,-6,7,-6,7,-6,7,-6,1,-6,1,4,1,4,16,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392","3392","33920",1,2,2,2,-6,1,-6,0,-6,3,-6,7,-6,2,-6,1,-6,5,-6,1,4,1,3,25,-6,-6,-6,-6,1,1,1,2,2,3,1,2,2,-6,2,1,1,2,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3393","3393","33930",1,1,1,7,-6,7,-6,1,-6,1,-6,7,-6,0,-6,2,-6,7,-6,1,4,1,1,40,-6,-6,-6,-6,1,1,1,1,-2,3,1,-2,2,-6,4,3,1,2,1,3,2,3,2,1,2,1,2,1,2,5,1,2,2,3,4,3,2
"3394","3394","33940",2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,4,4,4,3,3,3,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395","3395","33950",1,2,2,4,-6,5,-6,7,-6,5,-6,5,-6,4,-6,5,-6,4,-6,1,3,1,5,50,-6,-6,-6,-6,5,5,7,3,5,5,5,4,1,3,1,1,2,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3396","3396","33960",1,2,1,5,-6,5,-6,1,-6,7,-6,7,-6,7,-6,7,-6,7,-6,2,-6,1,3,7,-6,-6,-6,-6,5,5,3,7,7,7,4,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,2,3,3,3,4,5,5,4,3,3,4,3,3
"3397","3397","33970",1,1,1,7,-6,5,-6,2,-6,1,-6,7,-6,5,-6,4,-6,1,-6,2,-6,1,3,16,-6,-6,-6,-6,0,1,0,1,7,5,3,2,2,-6,1,1,1,1,2,-6,-6,-6,-6,2,2,4,4,4,5,5,5,5,4,4,5,5,5
"3398","3398","33980",1,3,3,0,-6,1,-6,1,-6,0,-6,4,-6,7,-6,3,-6,7,-6,2,-6,1,5,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399","3399","33990",1,1,3,1,-6,2,-6,2,-6,7,-6,7,-6,1,-6,2,-6,7,-6,2,-6,1,3,4,-6,-6,-6,-6,2,2,2,2,5,2,2,2,2,-6,2,2,2,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400","3400","34000",1,1,1,3,-6,3,-6,3,-6,2,-6,7,-6,2,-6,5,-6,3,-6,2,-6,1,3,40,-6,-6,-6,-6,1,0,0,4,7,4,7,3,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3401","3401","34010",1,1,1,7,-6,7,-6,7,-6,5,-6,7,-6,7,-6,4,-6,7,-6,2,-6,1,5,35,-6,-6,-6,-6,2,2,2,2,2,2,2,2,2,-6,2,2,3,4,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3402","3402","34020",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403","3403","34030",1,2,2,7,-6,5,-6,2,-6,7,-6,7,-6,5,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,3,2,2,7,7,7,3,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3404","3404","34040",1,3,1,3,-6,3,-6,2,-6,2,-6,7,-6,2,-6,1,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,1,1,1,2,7,2,1,7,2,-6,2,1,1,1,4,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3405","3405","34050",1,1,1,7,-6,4,-6,3,-6,3,-6,7,-6,2,-6,3,-6,7,-6,1,4,2,-6,-6,-6,-6,-6,-6,2,2,1,4,5,4,2,4,1,4,1,1,2,1,3,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3406","3406","34060",1,2,2,3,-6,7,-6,5,-6,7,-6,7,-6,7,-6,1,-6,7,-6,1,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,1,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3407","3407","34070",1,1,1,5,-6,3,-6,3,-6,7,-6,7,-6,7,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,2,3,3,3,5,5,4,4,5,5,5,5,4
"3408","3408","34080",1,2,3,3,-6,1,-6,7,-6,3,-6,7,-6,7,-6,1,-6,7,-6,1,4,1,4,35,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,1,3,4,4,1,1,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3409","3409","34090",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,1,-6,2,-6,6,-6,1,4,2,-6,-6,-6,-6,-6,-6,2,3,3,3,6,1,2,1,1,4,1,1,3,2,3,-6,-6,-6,-6,-6,2,4,3,3,5,5,5,4,4,5,5,5,4
"3410","3410","34100",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3411","3411","34110",1,2,1,7,-6,4,-6,2,-6,2,-6,5,-6,2,-6,2,-6,5,-6,1,4,1,3,40,-6,-6,-6,-6,3,2,1,2,5,1,1,2,2,-6,1,1,1,1,2,-6,-6,-6,-6,2,2,4,3,3,5,5,5,4,5,5,5,5,5
"3412","3412","34120",1,2,1,7,-6,4,-6,7,-6,2,-6,7,-6,4,-6,3,-6,7,-6,1,3,1,4,16,-6,-6,-6,-6,3,4,4,2,7,3,2,7,1,3,1,1,1,1,1,-6,-6,-6,-6,2,2,2,2,2,3,3,3,3,3,3,4,3,3
"3413","3413","34130",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3414","3414","34140",1,2,1,5,-6,7,-6,4,-6,2,-6,7,-6,5,-6,3,-6,7,-6,2,-6,1,3,30,-6,-6,-6,-6,1,1,-2,-2,-2,1,1,1,2,-6,2,3,3,4,3,2,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3415","3415","34150",1,1,1,3,-6,7,-6,5,-6,3,-6,4,-6,3,-6,4,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,2,2,1,5,0,3,2,2,-6,2,1,1,3,4,3,1,3,1,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3416","3416","34160",1,1,1,7,-6,3,-6,0,-6,7,-6,7,-6,7,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3417","3417","34170",1,2,1,7,-6,4,-6,0,-6,3,-6,7,-6,7,-6,4,-6,7,-6,2,-6,1,1,40,-6,-6,-6,-6,0,0,0,1,0,0,0,7,2,-6,1,2,1,4,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418","3418","34180",1,1,1,5,-6,7,-6,7,-6,5,-6,5,-6,5,-6,6,-6,1,-6,1,4,1,5,20,-6,-6,-6,-6,0,7,7,4,4,4,1,1,-2,-6,1,1,4,1,3,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3419","3419","34190",1,2,2,4,-6,3,-6,4,-6,2,-6,7,-6,1,-6,3,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,0,0,0,0,1,1,1,1,2,-6,3,3,4,4,4,2,1,2,2,-6,2,5,4,5,5,5,5,5,5,5,5,5,5
"3420","3420","34200",1,2,3,3,-6,7,-6,2,-6,2,-6,7,-6,2,-6,4,-6,4,-6,1,3,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,1,3,3,3,3,5,4,4,4,3,4,3,3
"3421","3421","34210",1,1,1,6,-6,3,-6,3,-6,5,-6,7,-6,2,-6,7,-6,4,-6,2,-6,2,-6,-6,-6,-6,-6,-6,5,3,2,5,7,7,3,5,1,4,2,1,1,2,4,2,3,2,1,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3422","3422","34220",1,2,1,7,-6,2,-6,7,-6,7,-6,7,-6,2,-6,4,-6,2,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,-6,2,3,3,3,5,5,4,5,4,4,4,4,4
"3423","3423","34230",1,2,2,7,-6,2,-6,0,-6,5,-6,7,-6,2,-6,3,-6,5,-6,1,3,1,1,40,-6,-6,-6,-6,0,0,0,0,1,0,0,0,2,-6,3,3,4,4,4,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3424","3424","34240",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3425","3425","34250",1,1,2,1,-6,7,-6,0,-6,7,-6,7,-6,7,-6,1,-6,7,-6,1,2,1,5,25,-6,-6,-6,-6,0,0,0,0,2,1,0,0,2,-6,3,4,4,4,3,4,3,4,4,2,2,4,3,3,3,5,5,3,5,3,5,4,4
"3426","3426","34260",1,2,1,7,-6,7,-6,2,-6,7,-6,7,-6,2,-6,4,-6,7,-6,1,2,1,4,25,-6,-6,-6,-6,0,1,0,1,7,0,1,0,1,4,4,4,4,4,4,2,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3427","3427","34270",1,1,1,7,-6,5,-6,7,-6,7,-6,7,-6,4,-6,4,-6,7,-6,2,-6,1,3,14,-6,-6,-6,-6,7,7,7,7,7,7,5,5,2,-6,1,1,1,1,2,-6,-6,-6,-6,2,2,2,2,2,1,2,1,1,2,2,2,2,1
"3428","3428","34280",1,1,2,4,-6,7,-6,0,-6,2,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,5,20,-6,-6,-6,-6,1,2,0,1,7,1,2,7,2,-6,1,1,2,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3429","3429","34290",1,2,1,3,-6,1,-6,1,-6,3,-6,7,-6,2,-6,4,-6,1,-6,1,4,1,5,32,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,3,2,2,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3430","3430","34300",1,1,2,3,-6,5,-6,5,-6,5,-6,5,-6,3,-6,3,-6,7,-6,1,4,1,4,20,-6,-6,-6,-6,0,0,1,2,-2,1,1,1,2,-6,2,2,1,4,2,1,1,4,1,2,1,4,3,4,5,5,5,4,4,5,5,5,5
"3431","3431","34310",1,2,2,5,-6,5,-6,4,-6,5,-6,7,-6,4,-6,5,-6,5,-6,1,4,1,6,35,-6,-6,-6,-6,3,4,4,5,7,5,4,5,2,-6,1,1,2,2,1,-6,-6,-6,-6,1,2,3,3,3,5,5,5,4,4,5,5,5,5
"3432","3432","34320",1,1,1,5,-6,4,-6,4,-6,5,-6,7,-6,-2,-6,4,-6,5,-6,1,4,1,1,30,-6,-6,-6,-6,3,4,4,3,7,2,2,2,1,3,1,1,1,1,2,-6,-6,-6,-6,2,2,4,4,4,5,5,5,5,4,4,5,5,4
"3433","3433","34330",1,1,1,7,-6,7,-6,7,-6,0,-6,7,-6,4,-6,4,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,2,2,2,2,2,4,4,2,-6,1,1,1,1,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3434","3434","34340",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3435","3435","34350",2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,2,1,2,2,2,2,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3436","3436","34360",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3437","3437","34370",1,1,1,5,-6,5,-6,5,-6,5,-6,7,-6,1,-6,1,-6,7,-6,1,4,1,5,40,-6,-6,-6,-6,3,3,3,0,3,3,3,3,2,-6,2,1,2,4,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438","3438","34380",1,2,1,3,-6,5,-6,3,-6,5,-6,7,-6,1,-6,5,-6,7,-6,2,-6,1,3,45,-6,-6,-6,-6,-2,-2,3,3,3,3,1,3,2,-6,1,1,4,4,3,2,1,3,1,2,1,4,3,3,4,5,5,5,4,4,5,4,4
"3439","3439","34390",1,2,1,7,-6,7,-6,7,-6,3,-6,7,-6,4,-6,2,-6,4,-6,2,-6,1,3,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,3,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440","3440","34400",1,3,3,7,-6,7,-6,7,-6,2,-6,7,-6,3,-6,4,-6,7,-6,2,-6,1,4,16,-6,-6,-6,-6,2,2,2,3,7,1,2,3,2,-6,1,1,1,1,3,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441","3441","34410",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442","3442","34420",2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,4,4,4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443","3443","34430",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3444","3444","34440",1,1,1,5,-6,7,-6,7,-6,7,-6,3,-6,0,-6,3,-6,7,-6,1,4,1,1,45,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,2,2,2,2,2,2,2,3,2,2,2,2
