"","idnum","mothid3","cm3fint","m3a4","m3a4b","m3a8c","m3a9","cm3age","cm3b_age","m3a4a","m3a4a1","m3a4a2","m3b4a","m3b4c","m3b4d","m3b4e","m3b4f","m3b4b","m3b4m","m3b4g","m3b4h","m3b4i","m3b4k","m3b4l","m3b5","m3b5a","m3b7","m3b7a","m3c1","m3c1a","m3c2a","m3c2b1","m3c2b2","m3c2c","m3c2d","m3c3a","m3c3f","m3c3g","m3c3h","m3c3j","m3c3b","m3c3m","m3c4","m3c3c","m3c3d","m3c3e","m3c3i","m3c3k","m3c3l"
"114","0114","01140",1,2,5,2,1,28,34,1,4,2,5,7,7,7,1,7,7,3,3,7,0,2,1,4,1,20,2,2,30,-6,-6,1,180,1,1,0,7,1,7,4,1,7,7,1,7,1,3
"115","0115","01150",1,1,-6,1,-6,45,46,-6,1,1,3,7,3,2,7,7,7,7,0,3,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,-2,0,0,0,0,-2,7,2,-2,-2,2,-2,1,0
"116","0116","01160",0,2,4,2,1,26,34,1,4,2,3,7,7,1,7,7,7,7,7,7,7,0,2,-6,1,1,2,2,30,-6,-6,1,-2,7,7,7,7,7,7,7,2,7,7,7,7,7,0
"117","0117","01170",1,1,-6,1,-6,29,34,-6,1,1,7,7,7,7,7,7,7,7,7,7,1,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,6,2,2,3,3,7,0,1,7,1,4,7,1,0
"118","0118","01180",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"119","0119","01190",1,4,-6,2,3,26,33,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,7,1,4,1,45,2,2,1,-6,-6,1,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"120","0120","01200",1,2,7,1,-6,41,34,1,1,2,3,7,2,3,4,7,7,0,1,7,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,-2,7,0,0,1,7,4,2,7,3,-2,4,1,0
"121","0121","01210",0,-14,-6,-6,-14,32,36,-6,-6,-6,5,7,7,4,3,7,7,7,4,4,0,7,2,-6,2,-6,2,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"122","0122","01220",1,5,-6,2,1,36,35,-6,-6,-6,7,7,7,3,4,7,7,7,7,7,1,0,2,-6,2,-6,2,2,30,-6,-6,1,2,7,1,2,4,2,7,4,2,7,0,7,7,0,0
"123","0123","01230",0,5,-6,2,4,21,34,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,7,7,2,-6,2,-6,2,2,0,12,2002,1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"124","0124","01240",1,4,-6,2,-2,21,40,-6,-6,-6,5,7,3,0,2,7,7,3,2,4,1,0,1,3,2,-6,2,2,0,5,2002,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"125","0125","01250",1,1,-6,1,-6,35,36,-6,1,1,3,7,2,7,7,7,7,7,7,7,0,7,1,2,1,40,1,-6,-6,-6,-6,-6,-6,0,7,7,7,1,7,1,1,2,4,3,0,0,0
"126","0126","01260",1,2,7,1,-6,24,33,1,1,2,4,7,4,7,7,7,7,5,7,7,2,0,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,7,5,5,7,5,7,7,2,7,6,7,7,5,0
"127","0127","01270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"128","0128","01280",1,2,4,2,1,35,35,1,4,2,7,7,3,7,5,7,7,7,4,7,3,0,2,-6,2,-6,2,2,30,-6,-6,1,5,1,2,2,7,5,7,7,2,7,2,4,7,2,3
"129","0129","01290",1,2,4,2,1,33,36,1,2,2,2,7,4,4,5,4,0,3,3,5,2,5,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,4,4,4,5,3,7,3,2,7,5,6,7,2,3
"130","0130","01300",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"131","0131","01310",0,3,-6,2,3,25,33,-6,-6,-6,7,7,7,7,7,7,7,7,7,6,2,0,1,4,1,30,2,2,2,-6,-6,1,12,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"132","0132","01320",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"133","0133","01330",0,3,-6,2,5,28,33,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,7,1,4,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"134","0134","01340",1,1,-6,1,-6,31,42,-6,1,1,7,7,7,7,7,7,7,7,3,7,1,7,1,4,1,40,1,-6,-6,-6,-6,-6,-6,3,3,3,3,3,7,2,2,7,3,0,7,1,7
"135","0135","01350",1,1,-6,1,-6,29,38,-6,1,1,7,7,4,1,7,7,7,7,5,4,0,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,4,7,7,4,1,7,7,2,7,2,1,4,1,3
"136","0136","01360",0,5,-6,2,5,28,33,-6,-6,-6,7,7,7,7,5,7,7,5,7,7,2,3,2,-6,1,40,2,2,0,4,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"137","0137","01370",1,1,-6,1,-6,35,33,-6,1,1,3,7,3,3,7,7,7,7,7,3,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,1,7,7,7,1,7,7,1,7,1,2,1,1,7
"138","0138","01380",1,5,-6,2,6,35,35,-6,-6,-6,1,7,1,2,1,3,2,2,3,1,3,3,1,2,1,99,2,2,0,5,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"139","0139","01390",1,1,-6,1,-6,23,33,-6,1,1,5,7,3,0,1,7,7,1,1,5,1,1,1,3,1,40,1,-6,-6,-6,-6,-6,-6,0,0,0,2,1,5,3,1,5,1,0,1,1,0
"140","0140","01400",1,5,-6,2,5,23,38,-6,-6,-6,3,6,4,0,2,7,7,2,0,0,0,0,2,-6,2,-6,2,2,0,6,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"141","0141","01410",1,1,-6,1,-6,36,39,-6,1,1,7,7,7,4,7,7,3,1,3,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,3,3,0,7,4,2,7,3,2,4,1,3
"142","0142","01420",0,4,-6,2,2,22,34,-6,-6,-6,3,7,2,4,7,7,7,7,7,7,1,7,2,-6,2,-6,2,2,6,-6,-6,2,-6,0,0,0,0,0,2,0,2,7,0,0,0,1,0
"143","0143","01430",1,2,2,2,2,41,40,2,2,2,3,7,7,4,4,7,7,4,4,7,0,0,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,2,1,1,1,0,7,1,2,7,7,4,1,0,0
"144","0144","01440",0,5,-6,2,5,22,36,-6,-6,-6,7,7,7,7,3,7,7,3,7,7,2,7,2,-6,1,20,2,2,0,6,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"145","0145","01450",1,1,-6,1,-6,31,34,-6,1,1,5,7,7,5,5,7,7,5,7,7,2,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,2,1,1,2,0,7,7,1,7,3,2,7,2,3
"146","0146","01460",1,1,-6,1,-6,34,38,-6,1,1,5,7,4,4,6,7,7,2,2,6,1,1,1,4,1,30,1,-6,-6,-6,-6,-6,-6,4,2,-2,2,0,7,2,2,7,4,2,6,1,1
"147","0147","01470",1,2,7,1,-6,27,34,1,1,2,7,7,7,7,7,7,0,7,7,3,2,0,2,-6,1,35,1,-6,-6,-6,-6,-6,-6,4,7,7,7,4,7,0,2,7,3,7,7,2,0
"148","0148","01480",1,2,5,1,-6,25,37,1,1,2,7,7,5,7,7,7,7,4,5,7,1,7,2,-6,1,12,1,-6,-6,-6,-6,-6,-6,5,7,7,4,5,7,5,2,7,3,4,7,-2,7
"149","0149","01490",1,2,7,1,-6,31,40,1,1,2,2,7,7,5,0,7,7,3,5,7,2,3,2,-6,1,10,1,-6,-6,-6,-6,-6,-6,2,0,0,3,3,7,2,2,7,7,4,2,3,5
"150","0150","01500",1,4,-6,2,3,24,34,-6,-6,-6,4,7,7,3,3,7,7,2,2,7,3,0,1,3,1,45,2,2,0,7,2002,1,13,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"151","0151","01510",0,4,-6,2,2,24,35,-6,-6,-6,6,7,7,7,6,7,7,6,7,7,3,0,2,-6,1,30,2,2,7,-6,-6,2,-6,0,0,0,3,4,1,0,2,1,1,0,3,1,0
"152","0152","01520",0,5,-6,2,3,24,35,-6,-6,-6,7,7,7,7,2,7,7,7,0,7,1,0,1,3,2,-6,2,2,3,-6,-6,2,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"153","0153","01530",0,5,-6,2,3,23,35,-6,-6,-6,7,7,7,2,3,7,7,0,7,7,2,0,1,2,1,40,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"154","0154","01540",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"155","0155","01550",1,1,-6,1,-6,35,35,-6,1,1,7,7,7,7,7,7,5,7,7,7,1,7,1,4,1,30,1,-6,-6,-6,-6,-6,-6,7,7,7,7,2,7,3,2,7,7,7,7,1,5
"156","0156","01560",1,2,0,2,1,24,39,2,4,2,7,7,7,3,7,7,7,7,7,7,3,7,2,-6,2,-6,2,2,0,9,2002,1,999,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"157","0157","01570",1,5,-6,2,5,31,33,-6,-6,-6,7,7,7,4,7,7,7,7,0,7,0,0,1,3,1,40,2,2,2,-6,-6,1,57,0,1,1,1,0,1,1,2,1,1,0,1,1,0
"158","0158","01580",1,1,-6,1,-6,24,35,-6,1,1,7,7,7,7,7,7,7,7,7,7,2,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,5,1,7,7,2,7,7,7,7,1,7
"159","0159","01590",0,4,-6,2,1,21,40,-6,-6,-6,3,7,3,4,7,7,7,4,7,7,3,7,1,2,2,-6,2,2,3,-6,-6,2,-6,0,0,0,0,0,1,0,2,1,0,0,0,0,0
"160","0160","01600",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"161","0161","01610",1,5,-6,2,5,22,34,-6,-6,-6,2,7,3,4,2,7,7,1,3,7,1,0,2,-6,2,-6,2,2,0,2,2002,1,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"162","0162","01620",1,5,-6,2,5,26,35,-6,-6,-6,2,7,7,7,7,7,7,7,7,7,1,7,2,-6,1,30,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"163","0163","01630",1,1,-6,1,-6,43,37,-6,1,1,7,7,7,7,7,7,7,7,7,7,5,5,2,-6,1,10,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,5,2,7,7,7,7,5,5
"164","0164","01640",1,1,-6,1,-6,25,33,-6,1,1,3,7,5,6,4,7,7,4,6,7,2,3,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,4,2,2,3,2,7,2,1,7,3,4,7,2,2
"165","0165","01650",1,2,7,1,-6,48,37,1,1,2,2,7,2,7,1,7,7,1,1,1,0,7,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,5,0,0,0,0,7,1,2,7,0,0,0,1,1
"166","0166","01660",0,5,-6,2,6,27,44,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"167","0167","01670",1,4,-6,2,2,34,33,-6,-6,-6,0,7,1,1,2,7,2,0,1,0,1,3,1,2,1,40,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"168","0168","01680",1,5,-6,2,3,24,36,-6,-6,-6,0,7,0,2,7,7,7,0,3,7,1,0,1,2,2,-6,2,2,4,-6,-6,1,-2,0,1,0,2,2,4,2,2,1,0,1,-2,0,0
"169","0169","01690",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"170","0170","01700",1,1,-6,1,-6,27,40,-6,1,1,7,7,7,7,5,7,7,5,2,7,0,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,1,0,1,7,3,1,7,0,2,7,0,0
"171","0171","01710",1,1,-6,1,-6,39,33,-6,1,1,1,7,7,1,3,7,7,1,7,7,1,0,1,4,1,5,1,-6,-6,-6,-6,-6,-6,1,5,1,4,1,7,7,1,7,2,1,5,1,0
"172","0172","01720",0,5,-6,2,5,34,43,-6,-6,-6,3,7,7,7,4,7,0,7,5,4,3,0,1,4,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"173","0173","01730",1,1,-6,1,-6,26,37,-6,1,1,7,7,7,0,5,7,7,5,7,7,3,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,4,2,2,3,3,7,7,1,7,7,5,7,3,7
"174","0174","01740",1,1,-6,1,-6,36,34,-6,1,1,6,7,7,6,5,7,7,7,7,7,2,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,3,6,3,0,7,2,2,7,3,3,7,3,1
"175","0175","01750",1,1,-6,1,-6,41,34,-6,1,1,5,7,7,7,7,7,4,7,7,7,3,7,1,4,1,16,1,-6,-6,-6,-6,-6,-6,7,7,7,7,0,7,5,1,7,7,7,7,3,7
"176","0176","01760",1,1,-6,1,-6,26,35,-6,1,1,4,7,5,7,4,7,7,4,5,7,7,0,1,4,1,45,1,-6,-6,-6,-6,-6,-6,5,5,5,4,7,7,5,2,7,5,7,7,7,0
"177","0177","01770",0,2,7,1,-6,22,34,1,1,2,5,7,7,3,0,7,7,2,7,7,0,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,3,0,7,0,2,7,0,0,3,0,3
"178","0178","01780",1,1,-6,1,-6,23,37,-6,1,1,5,7,7,5,7,7,7,7,3,7,1,7,1,2,1,45,1,-6,-6,-6,-6,-6,-6,3,3,3,5,1,7,2,1,7,2,7,3,1,3
"179","0179","01790",0,-14,-6,-6,-14,21,35,-6,-6,-6,7,7,3,7,7,7,7,7,7,7,1,7,1,3,1,30,2,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"180","0180","01800",1,2,7,1,-6,29,33,1,1,2,4,7,7,4,4,7,4,4,4,7,3,0,2,-6,1,30,1,-6,-6,-6,-6,-6,-6,3,3,3,7,0,7,5,1,7,3,2,7,4,1
"181","0181","01810",0,3,-6,2,5,33,34,-6,-6,-6,3,7,2,7,7,7,7,7,7,7,2,7,2,-6,1,7,2,2,4,-6,-6,2,-6,0,0,0,2,0,7,0,2,7,0,2,7,0,0
"182","0182","01820",0,1,-6,1,-6,35,34,-6,1,1,0,7,1,0,0,7,7,0,0,1,1,0,1,3,1,40,1,-6,-6,-6,-6,-6,-6,0,0,0,2,0,7,7,2,5,0,0,0,1,0
"183","0183","01830",1,1,-6,1,-6,26,33,-6,1,1,7,7,7,7,7,7,7,7,7,7,1,7,1,3,1,24,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,3,2,7,7,7,7,1,7
"184","0184","01840",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"185","0185","01850",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"186","0186","01860",1,1,-6,1,-6,40,41,-6,1,1,7,7,7,7,7,7,7,7,7,7,2,7,1,3,1,15,1,-6,-6,-6,-6,-6,-6,5,2,3,7,1,7,2,1,7,3,5,7,2,5
"187","0187","01870",1,1,-6,1,-6,33,33,-6,1,1,7,7,7,7,7,7,7,7,7,7,4,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,7,2,7,7,7,7,2,7
"188","0188","01880",1,2,7,1,-6,26,34,1,1,2,1,7,7,7,5,7,7,5,7,5,2,7,1,4,1,28,1,-6,-6,-6,-6,-6,-6,0,2,2,5,4,7,7,2,7,7,3,7,3,7
"189","0189","01890",1,2,7,1,-6,24,33,1,1,2,6,6,2,3,0,6,7,5,0,3,1,3,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,7,0,7,5,3,7,3,1,7,3,5,5,1,3
"190","0190","01900",1,1,-6,1,-6,31,33,-6,1,1,7,7,7,7,7,7,7,7,3,7,0,0,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,1,1,0,7,7,1,7,3,1,7,0,0
"191","0191","01910",1,2,5,2,1,28,41,2,2,2,5,7,5,6,7,7,7,3,4,7,1,0,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,4,0,0,3,1,7,2,2,7,3,3,5,1,0
"192","0192","01920",1,4,-6,2,3,25,35,-6,-6,-6,7,7,7,7,2,7,7,2,7,7,0,0,2,-6,2,-6,2,2,4,-6,-6,2,-6,0,0,0,0,0,0,0,2,3,-2,0,0,0,0
"193","0193","01930",0,2,7,1,-6,26,37,1,1,2,6,7,7,4,7,7,7,7,7,7,1,7,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,3,0,1,3,2,7,7,2,7,3,3,3,1,3
"194","0194","01940",0,4,-6,2,2,30,36,-6,-6,-6,5,7,7,7,5,7,7,2,5,7,1,7,2,-6,2,-6,2,2,20,-6,-6,1,480,2,2,2,2,1,2,2,2,2,2,2,2,1,2
"195","0195","01950",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"196","0196","01960",1,2,7,1,-6,24,37,1,1,2,3,7,2,5,2,7,4,2,7,3,3,5,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,4,1,0,7,5,6,3,2,7,2,3,4,3,2
"197","0197","01970",1,1,-6,1,-6,27,35,-6,1,1,5,7,7,5,7,7,5,7,5,7,2,7,1,4,1,4,1,-6,-6,-6,-6,-6,-6,4,4,4,5,3,7,4,2,7,4,3,7,2,3
"198","0198","01980",1,1,-6,1,-6,39,37,-6,1,1,1,7,4,2,2,7,4,2,7,5,2,0,2,-6,1,27,1,-6,-6,-6,-6,-6,-6,4,2,4,4,0,7,3,2,7,4,2,5,3,0
"199","0199","01990",1,3,-6,2,2,25,42,-6,-6,-6,3,7,0,1,7,7,7,7,7,4,1,7,1,3,1,3,2,2,4,-6,-6,1,3,1,0,0,0,1,1,0,1,-2,1,-2,0,1,1
"200","0200","02000",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"201","0201","02010",1,1,7,1,-6,27,37,-6,2,2,3,7,7,3,3,7,7,3,3,4,3,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,3,6,1,7,7,2,7,6,7,7,3,7
"202","0202","02020",1,1,-6,1,-6,44,35,-6,1,1,7,7,2,3,5,7,7,0,2,4,1,0,1,2,1,50,1,-6,-6,-6,-6,-6,-6,2,0,0,3,0,7,2,1,7,2,2,4,1,0
"203","0203","02030",0,4,-6,2,2,24,35,-6,-6,-6,2,7,2,3,3,7,7,3,4,7,1,0,1,4,1,20,2,2,6,-6,-6,2,-6,1,1,1,0,0,-2,0,2,-2,0,0,1,0,0
"204","0204","02040",1,2,7,1,-6,22,37,1,1,2,4,7,7,5,5,7,7,5,7,7,1,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,4,2,3,5,4,7,7,1,7,5,3,7,1,0
"205","0205","02050",0,4,-6,2,5,23,35,-6,-6,-6,1,7,7,0,7,7,7,7,7,7,0,0,1,4,1,36,2,2,2,-6,-6,2,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"206","0206","02060",0,5,-6,2,2,38,33,-6,-6,-6,4,7,7,0,7,7,7,7,7,7,1,1,2,-6,1,20,2,2,0,1,2003,1,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"207","0207","02070",1,1,-6,1,-6,36,36,-6,1,1,7,7,3,4,5,7,7,3,5,7,1,-2,1,3,1,40,1,-6,-6,-6,-6,-6,-6,1,1,1,3,-2,7,7,1,7,2,3,-2,1,0
"208","0208","02080",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"209","0209","02090",1,4,-6,2,1,28,36,-6,-6,-6,3,4,2,3,4,4,4,0,2,4,4,0,1,3,1,25,2,2,14,-6,-6,1,300,-2,-2,-2,0,2,3,3,1,3,0,-2,-2,3,0
"210","0210","02100",1,2,7,1,-6,22,34,1,1,2,7,7,7,7,7,7,4,7,7,7,2,7,2,-6,1,16,1,-6,-6,-6,-6,-6,-6,7,7,7,7,3,7,2,2,7,7,7,7,2,7
"211","0211","02110",1,1,-6,1,-6,25,33,-6,1,1,7,7,5,7,7,7,7,7,7,7,1,0,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,3,3,2,7,7,1,7,1,3,5,1,0
"212","0212","02120",0,5,-6,2,6,22,34,-6,-6,-6,7,7,7,7,7,7,7,6,7,7,1,0,1,4,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"213","0213","02130",1,4,-6,2,2,26,34,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,3,0,2,-6,1,16,2,2,8,-6,-6,1,70,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"214","0214","02140",1,4,-6,2,5,25,35,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,7,-1,-6,2,-6,2,2,0,-2,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"215","0215","02150",0,2,7,1,-6,34,39,1,1,2,6,7,7,7,5,7,7,5,7,7,2,7,2,-6,1,15,1,-6,-6,-6,-6,-6,-6,-2,7,7,7,7,7,7,-2,7,7,7,7,-2,7
"216","0216","02160",0,3,-6,2,3,30,37,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,7,1,3,1,42,2,2,0,7,2002,1,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"217","0217","02170",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"218","0218","02180",0,2,7,1,-6,32,34,1,1,2,7,7,7,7,7,7,7,2,7,7,1,7,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,7,7,3,7,2,7,7,2,7,7,7,7,1,7
"219","0219","02190",0,4,-6,2,3,35,36,-6,-6,-6,3,7,2,2,2,7,2,2,2,4,2,7,1,1,1,-2,2,2,0,-2,-2,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"220","0220","02200",0,1,-6,1,-6,28,43,-6,1,1,7,7,7,0,7,7,7,7,7,7,3,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,0,7,0,2,7,7,0,7,2,7
"221","0221","02210",1,1,-6,1,-6,31,39,-6,1,1,4,7,7,7,1,7,7,1,0,4,1,7,2,-6,1,10,1,-6,-6,-6,-6,-6,-6,-2,0,0,7,1,7,0,2,7,3,2,2,1,7
"222","0222","02220",1,4,-6,2,1,27,36,-6,-6,-6,3,7,3,7,7,7,7,7,7,7,2,0,2,-6,1,35,2,2,30,-6,-6,1,-2,0,2,2,2,2,4,2,2,7,2,2,7,1,0
"223","0223","02230",1,1,-6,1,-6,28,32,-6,1,1,3,7,7,6,7,7,7,6,4,7,1,4,2,-6,1,24,1,-6,-6,-6,-6,-6,-6,3,2,1,5,2,7,2,2,7,7,3,7,1,2
"224","0224","02240",1,5,-6,2,4,25,36,-6,-6,-6,7,7,7,7,3,7,0,3,7,7,1,0,2,-6,2,-6,2,2,8,-6,-6,1,7,0,0,0,3,1,-2,0,2,3,0,3,-2,0,0
"225","0225","02250",1,2,7,1,-6,28,35,1,1,2,4,7,7,0,3,7,7,0,4,7,2,0,1,4,1,40,1,-6,-6,-6,-6,-6,-6,0,0,0,2,0,7,0,2,7,0,0,7,2,0
"226","0226","02260",1,2,7,1,-6,21,36,1,1,2,1,7,7,3,2,7,7,2,7,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,1,7,0,7,7,2,7,7,1,7,0,7
"227","0227","02270",1,2,7,1,-6,22,35,1,1,2,5,7,5,5,4,7,7,5,7,7,4,7,1,4,1,40,1,-6,-6,-6,-6,-6,-6,3,2,3,7,5,7,7,2,7,3,4,5,4,7
"228","0228","02280",1,1,-6,1,-6,31,33,-6,1,1,7,7,3,0,7,7,7,7,7,7,0,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,0,7,1,7,0,2,7,3,3,7,0,2
