"","idnum","mothid2","cm2fint","m2a4","m2a4d","m2a10","m2a11","cm2age","cm2b_age","m2b15","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2b19","m2b19a","mx2b20b","m2b21","m2b21a","m2c1","m2c1a","m2c2a","m2c2b1","m2c2b2","m2c2e","m2c2f","m2c3a","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j","mx2c2c","m2c4"
"131","0131","01310",0,-6,-6,2,5,24,20,2,7,7,3,4,7,2,7,7,2,-6,-5,2,-6,2,2,0,6,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"132","0132","01320",1,-6,-6,2,1,22,14,0,201,203,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,7,-6,-6,-5,-5,-5,-5,204,-5,-2,-5,-5,-2,-5,-5,1,-2
"133","0133","01330",0,-6,-6,2,0,26,12,0,5,7,7,7,7,7,7,7,1,2,-5,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"134","0134","01340",1,-6,-6,1,-6,28,13,0,201,201,202,-5,-5,-5,-5,-5,1,4,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,201,-5,-5,201,-5,-5,2,2
"135","0135","01350",1,-6,-6,1,-6,27,21,0,7,7,7,4,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,3,7,3,7,7,7,7,-5,2
"136","0136","01360",1,-6,-6,2,5,27,11,2,7,7,5,5,7,0,7,7,2,-6,-5,2,-6,2,2,0,11,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"137","0137","01370",0,-6,-6,1,-6,34,17,0,201,202,201,201,201,203,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,202,202,202,202,201,203,201,201,201,201,-5,2
"138","0138","01380",1,-6,-6,1,-6,34,16,2,7,3,3,7,3,1,7,7,1,4,-5,1,45,1,-6,-6,-6,-6,-6,-6,7,-2,3,7,2,2,7,7,7,7,-5,2
"139","0139","01390",1,-6,-6,1,-6,22,13,0,7,5,3,3,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,1,0,0,7,1,7,7,7,7,-5,2
"140","0140","01400",1,-6,-6,2,1,21,18,0,7,7,7,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,2,7,7,7,7,-5,2
"141","0141","01410",1,-6,-6,1,-6,34,15,0,201,201,201,-5,-5,-5,-5,-5,2,-6,3,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,202,-5,-5,2,2
"142","0142","01420",0,-6,-6,2,3,20,18,2,4,3,2,2,6,2,7,7,2,-6,-5,2,-6,2,2,10,-6,-6,1,30,0,0,0,0,0,0,0,0,0,0,-5,2
"143","0143","01430",1,-6,-6,1,-6,39,16,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,202,-5,-5,202,-5,-5,2,2
"144","0144","01440",0,-6,-6,2,2,20,17,0,202,201,205,203,201,202,201,201,2,-6,-5,1,25,2,2,3,-6,-6,2,-6,202,204,204,204,202,203,202,202,202,204,-5,2
"145","0145","01450",1,-6,-6,1,-6,29,12,0,4,6,4,4,7,5,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,3,4,7,4,3,5,0,7,7,-5,2
"146","0146","01460",1,-6,-6,1,-6,32,14,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,202,-5,-5,1,2
"147","0147","01470",1,-6,-6,1,-6,25,13,0,7,7,7,7,7,7,7,7,2,-6,-5,1,25,1,-6,-6,-6,-6,-6,-6,4,3,4,5,5,3,3,7,7,7,-5,2
"148","0148","01480",1,-6,-6,2,1,23,13,0,7,7,5,5,7,4,7,7,2,-6,-5,1,24,1,-6,-6,-6,-6,-6,-6,5,5,5,5,5,4,7,7,7,7,-5,2
"149","0149","01490",1,-6,-6,1,-6,29,16,0,202,201,205,-5,-5,-5,-5,-5,2,-6,3,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,202,-5,-5,1,2
"150","0150","01500",1,-6,-6,2,1,22,12,0,5,5,2,4,7,3,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,3,3,3,3,3,7,7,7,3,-5,2
"151","0151","01510",0,-6,-6,2,2,22,18,0,5,4,4,3,5,4,5,5,1,3,-5,2,-6,2,2,6,-6,-6,2,-6,1,1,0,1,1,2,0,2,5,2,-5,2
"152","0152","01520",1,-6,-6,2,2,23,25,3,7,7,2,2,7,3,7,7,1,3,-5,2,-6,2,2,5,-6,-6,2,-6,2,0,0,0,0,0,0,0,0,0,-5,2
"153","0153","01530",0,-6,-6,2,1,21,19,0,5,5,3,3,6,7,7,7,1,2,-5,1,9,2,2,4,-6,-6,2,-6,0,0,0,0,0,4,0,0,5,0,-5,2
"154","0154","01540",1,-6,-6,1,-6,22,13,0,5,7,7,7,7,1,7,7,2,-6,-5,1,50,1,-6,-6,-6,-6,-6,-6,7,4,7,7,5,1,7,7,7,7,-5,2
"155","0155","01550",1,-6,-6,1,-6,33,13,0,7,7,7,7,7,1,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,5,7,5,7,1,7,7,7,7,-5,2
"156","0156","01560",1,-6,-6,1,-6,23,19,2,7,7,5,5,7,4,7,7,2,-6,-5,1,21,1,-6,-6,-6,-6,-6,-6,7,7,4,4,7,3,3,7,7,7,-5,2
"157","0157","01570",1,-6,-6,2,2,29,12,0,7,7,3,1,3,2,7,7,2,-6,-5,1,40,2,2,3,-6,-6,2,-6,0,0,0,0,0,0,0,0,1,0,-5,2
"158","0158","01580",1,-6,-6,1,-6,23,17,0,201,201,201,205,201,201,201,201,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,201,201,202,203,201,202,201,201,201,201,-5,2
"159","0159","01590",1,-6,-6,2,2,19,12,0,5,3,5,5,7,4,7,7,2,-6,-5,2,-6,2,2,0,10,2000,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"160","0160","01600",1,-6,-6,1,-6,21,19,0,7,4,3,3,4,3,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,5,4,4,3,4,4,2,4,5,5,-5,2
"161","0161","01610",0,-6,-6,2,5,21,13,0,7,3,3,0,3,1,7,7,1,4,-5,1,33,2,2,0,4,2001,1,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"162","0162","01620",1,-6,-6,2,3,24,16,0,201,201,201,201,201,203,201,201,2,-6,-5,1,6,2,2,1,-6,-6,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"163","0163","01630",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"164","0164","01640",1,-6,-6,1,-6,24,18,0,7,5,3,4,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,3,4,7,4,2,5,7,5,-5,2
"165","0165","01650",1,-6,-6,1,-6,46,13,0,204,201,205,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,203,-5,-5,2,2
"166","0166","01660",0,-6,-6,2,0,24,14,2,7,7,7,7,7,3,7,7,2,-6,-5,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"167","0167","01670",1,-6,-6,2,2,32,12,0,2,1,3,0,1,0,7,7,1,4,-5,1,40,2,2,20,-6,-6,1,1,1,0,0,0,1,0,0,0,4,0,-5,2
"168","0168","01680",1,-6,-6,2,3,23,21,0,2,0,2,2,7,4,7,7,1,4,-5,2,-6,2,2,4,-6,-6,1,52,0,0,0,0,1,1,1,1,1,1,-5,2
"169","0169","01690",1,-6,-6,1,-6,27,21,0,5,3,5,2,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,2,2,4,3,1,5,7,2,-5,2
"170","0170","01700",1,-6,-6,1,-6,25,13,0,5,5,2,2,3,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,0,0,2,4,1,7,7,7,7,-5,2
"171","0171","01710",1,-6,-6,1,-6,37,12,0,6,6,2,3,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,0,1,3,1,1,1,7,2,-5,2
"172","0172","01720",0,-6,-6,2,5,32,13,0,201,202,205,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,14,-6,-6,-5,-5,-5,-5,203,-5,204,-5,-5,204,-5,-5,4,2
"173","0173","01730",1,-6,-6,1,-6,24,13,0,202,201,204,-5,-5,-5,-5,-5,2,-6,2,-2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,201,-5,-5,1,2
"174","0174","01740",1,-6,-6,1,-6,35,16,0,7,7,5,7,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,4,3,3,3,0,7,7,7,7,-5,2
"175","0175","01750",1,-6,-6,1,-6,39,11,0,7,5,5,4,7,4,7,7,2,-6,-5,1,18,1,-6,-6,-6,-6,-6,-6,6,5,5,5,7,3,7,7,7,7,-5,2
"176","0176","01760",1,-6,-6,2,1,24,15,0,7,7,3,5,3,7,7,7,2,-6,-5,1,50,1,-6,-6,-6,-6,-6,-6,7,7,5,7,7,7,7,7,7,5,-5,2
"177","0177","01770",1,-6,-6,1,-6,21,13,1,5,6,0,0,7,7,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,0,0,2,1,2,4,7,5,-5,1
"178","0178","01780",1,-6,-6,1,-6,21,13,2,201,201,201,-5,-5,-5,-5,-5,1,2,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,202,-5,-5,2,1
"179","0179","01790",0,-6,-6,2,2,20,13,0,7,7,7,3,7,2,7,7,2,-6,-5,1,30,2,2,12,-6,-6,1,-2,-2,-2,-2,-2,3,3,3,3,3,3,-5,2
"180","0180","01800",1,-6,-6,1,-6,27,12,0,4,7,6,2,6,1,7,7,2,-6,-5,1,35,1,-6,-6,-6,-6,-6,-6,7,2,1,1,7,0,5,7,7,7,-5,1
"181","0181","01810",1,-6,-6,2,1,31,12,0,7,7,5,5,7,4,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,4,3,3,2,4,3,3,4,5,5,-5,2
"182","0182","01820",1,-6,-6,1,-6,33,12,0,3,5,2,0,3,3,7,7,2,-6,-5,1,35,1,-6,-6,-6,-6,-6,-6,4,0,0,0,1,0,1,5,7,5,-5,2
"183","0183","01830",1,-6,-6,1,-6,25,17,1,201,201,201,201,201,201,201,201,1,4,-5,1,40,1,-6,-6,-6,-6,-6,-6,201,201,203,201,201,201,202,201,201,201,-5,2
"184","0184","01840",0,-6,-6,2,1,26,19,0,6,7,4,4,7,5,5,7,2,-6,-5,2,-6,2,2,30,-6,-6,1,3,3,3,2,4,5,4,5,5,6,5,-5,2
"185","0185","01850",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"186","0186","01860",1,-6,-6,1,-6,38,16,0,201,201,201,-5,-5,-5,-5,-5,1,4,3,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"187","0187","01870",1,-6,-6,1,-6,32,11,0,7,7,7,7,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,4,7,7,4,7,7,7,4,-5,2
"188","0188","01880",1,-6,-6,2,1,24,11,0,5,3,4,5,5,3,7,7,2,-6,-5,1,20,2,2,8,-6,-6,1,10,0,0,0,0,0,0,0,0,0,0,-5,2
"189","0189","01890",1,-6,-6,1,-6,22,12,0,6,7,0,0,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,5,0,0,7,2,4,7,7,4,-5,2
"190","0190","01900",1,-6,-6,1,-6,29,16,1,201,201,202,202,202,203,201,201,1,3,-5,1,10,1,-6,-6,-6,-6,-6,-6,202,202,202,202,204,202,201,201,201,201,-5,1
"191","0191","01910",1,-6,-6,1,-6,26,12,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,2,1
"192","0192","01920",1,-6,-6,2,3,23,16,2,202,201,201,205,203,203,201,201,2,-6,-5,1,30,2,2,3,-6,-6,1,20,203,204,204,204,202,203,203,203,203,203,-5,2
"193","0193","01930",1,-6,-6,1,-6,24,13,0,201,201,205,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,2,2
"194","0194","01940",0,-6,-6,2,1,29,21,0,6,7,7,7,7,2,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,3,3,3,3,3,3,3,3,3,-5,2
"195","0195","01950",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"196","0196","01960",1,-6,-6,1,-6,22,16,0,7,6,3,1,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,6,3,2,2,7,7,0,4,7,1,-5,2
"197","0197","01970",1,-6,-6,1,-6,26,20,0,7,4,5,5,7,7,7,7,2,-6,-5,1,8,1,-6,-6,-6,-6,-6,-6,5,4,5,5,4,5,7,7,7,2,-5,2
"198","0198","01980",1,-6,-6,1,-6,37,18,0,4,3,7,2,7,0,7,6,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,5,7,4,7,0,7,6,7,5,-5,2
"199","0199","01990",1,-6,-6,2,1,23,18,0,5,7,7,5,5,3,7,7,2,-6,-5,1,27,2,2,28,-6,-6,1,-2,2,1,0,0,2,1,2,2,4,0,-5,2
"200","0200","02000",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"201","0201","02010",1,-6,-6,2,1,26,21,0,4,4,3,3,5,5,5,7,2,-6,-5,1,60,2,2,0,12,2000,1,200,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"202","0202","02020",1,-6,-6,1,-6,42,16,0,201,201,201,205,202,203,201,201,1,4,-5,1,40,1,-6,-6,-6,-6,-6,-6,202,202,202,-3,202,202,201,201,201,202,-5,1
"203","0203","02030",0,-6,-6,2,5,23,20,0,7,3,1,0,7,2,7,3,2,-6,-5,1,72,2,2,0,3,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"204","0204","02040",0,-6,-6,1,-6,20,12,0,7,3,7,1,3,5,7,7,1,3,-5,2,-6,1,-6,-6,-6,-6,-6,-6,1,0,0,1,4,3,7,7,7,0,-5,1
"205","0205","02050",0,-6,-6,2,3,22,13,0,202,201,201,-5,-5,-5,-5,-5,2,-6,1,2,-6,2,2,3,-6,-6,-5,-5,-5,-5,204,-5,203,-5,-5,204,-5,-5,4,2
"206","0206","02060",0,-6,-6,2,3,36,13,10,7,7,7,7,7,2,7,7,2,-6,-5,1,24,2,2,0,4,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"207","0207","02070",1,-6,-6,1,-6,34,15,1,201,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,2,2
"208","0208","02080",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"209","0209","02090",1,-6,-6,2,1,27,18,-2,7,5,3,4,7,7,7,7,2,-6,-5,1,-2,1,-6,-6,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,7,-2,7,-5,2
"210","0210","02100",1,-6,-6,1,-6,21,16,0,7,7,4,3,5,7,7,4,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,7,0,7,7,7,7,7,7,-5,2
"211","0211","02110",1,-6,-6,1,-6,23,12,0,7,7,7,7,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,4,3,2,7,7,7,-5,2
"212","0212","02120",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"213","0213","02130",1,-6,-6,1,-6,24,14,0,7,7,3,7,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,2,2,7,3,7,7,7,4,-5,2
"214","0214","02140",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"215","0215","02150",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"216","0216","02160",1,-6,-6,2,3,28,19,0,7,7,3,3,7,1,7,7,2,-6,-5,1,40,2,2,2,-6,-6,1,4,0,0,0,0,0,0,0,0,0,0,-5,2
"217","0217","02170",1,-6,-6,2,2,30,16,0,7,5,7,7,3,2,7,3,2,-6,-5,1,40,2,2,20,-6,-6,1,20,1,1,0,1,1,0,1,1,1,0,-5,2
"218","0218","02180",1,-6,-6,1,-6,30,11,0,7,7,3,3,7,1,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,1,7,7,7,7,-5,2
"219","0219","02190",1,-6,-6,2,3,34,19,1,7,4,1,4,7,6,7,7,2,-6,-5,1,72,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"220","0220","02200",1,-6,-6,1,-6,26,14,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,201,-5,-5,1,2
"221","0221","02210",1,-6,-6,1,-6,29,13,0,201,201,203,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"222","0222","02220",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"223","0223","02230",1,-6,-6,1,-6,26,10,1,7,7,6,6,7,4,7,7,2,-6,-5,1,24,1,-6,-6,-6,-6,-6,-6,6,6,5,5,7,2,7,5,7,2,-5,2
"224","0224","02240",0,-6,-6,2,2,24,22,0,7,3,4,4,5,7,7,7,2,-6,-5,2,-6,2,2,7,-6,-6,1,30,4,7,2,7,4,4,3,2,7,4,-5,2
"225","0225","02250",1,-6,-6,1,-6,26,17,0,7,7,4,4,7,0,7,7,2,-6,-5,1,8,1,-6,-6,-6,-6,-6,-6,7,0,0,3,6,0,7,7,7,0,-5,2
"226","0226","02260",0,-6,-6,1,-6,19,19,0,7,7,3,3,7,7,7,7,1,2,-5,1,4,1,-6,-6,-6,-6,-6,-6,4,4,2,7,4,0,7,7,7,7,-5,1
"227","0227","02270",1,-6,-6,1,-6,21,14,0,4,5,3,3,5,5,5,5,1,2,-5,1,40,1,-6,-6,-6,-6,-6,-6,5,5,3,3,5,4,3,5,5,3,-5,1
"228","0228","02280",1,-6,-6,1,-6,30,-3,0,5,5,7,7,7,1,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,4,7,4,4,7,1,0,7,7,0,-5,2
"229","0229","02290",1,-6,-6,2,3,23,12,0,3,5,3,4,3,2,7,7,2,-6,-5,1,15,2,2,5,-6,-6,2,-6,0,0,0,0,0,1,0,0,2,0,-5,2
"230","0230","02300",1,-6,-6,1,-6,26,12,0,5,7,7,0,7,1,7,5,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,1,0,7,1,7,0,7,3,-5,2
"231","0231","02310",0,-6,-6,1,-6,31,12,1,7,0,7,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,0,3,4,7,2,7,7,7,0,-5,2
"232","0232","02320",1,-6,-6,2,5,23,13,0,7,4,3,3,7,0,7,7,2,-6,-5,1,40,2,2,0,12,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"233","0233","02330",1,-6,-6,2,5,22,13,0,7,7,7,7,7,7,7,7,2,-6,-5,1,40,2,2,0,1,2001,1,45,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"234","0234","02340",1,-6,-6,1,-6,19,11,0,7,7,2,2,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,0,3,3,1,7,7,7,7,-5,2
"235","0235","02350",1,-6,-6,1,-6,34,13,0,7,7,7,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,6,1,4,0,0,1,2,3,7,2,-5,2
"236","0236","02360",1,-6,-6,1,-6,35,16,0,201,201,202,202,201,203,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,202,204,202,202,202,202,202,201,202,-5,2
"237","0237","02370",1,-6,-6,1,-6,30,13,0,7,7,7,7,7,6,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,1,7,7,7,1,-5,2
"238","0238","02380",1,-6,-6,1,-6,33,13,0,7,2,7,7,7,4,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,4,7,4,7,7,7,7,-5,2
"239","0239","02390",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"240","0240","02400",1,-6,-6,2,2,21,19,0,5,7,5,5,6,3,7,7,2,-6,-5,2,-6,2,2,10,-6,-6,2,-6,3,3,3,4,2,2,5,5,5,2,-5,2
"241","0241","02410",1,-6,-6,1,-6,29,13,0,4,2,0,0,4,2,7,3,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,2,2,0,2,2,2,4,7,7,2,-5,2
"242","0242","02420",0,-6,-6,1,-6,32,16,0,202,201,201,203,201,203,201,201,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,201,202,202,202,202,202,201,201,201,201,-5,2
"243","0243","02430",1,-6,-6,2,1,35,14,0,1,3,1,1,3,4,5,5,2,-6,-5,2,-6,2,2,10,-6,-6,1,100,1,1,0,0,1,1,0,1,1,0,-5,2
"244","0244","02440",0,-6,-6,2,1,23,17,1,201,201,201,201,201,202,201,201,2,-6,-5,1,56,2,2,30,-6,-6,1,70,-3,-3,-3,-3,202,202,-3,202,201,204,-5,2
"245","0245","02450",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"246","0246","02460",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"247","0247","02470",1,-6,-6,2,1,21,14,1,7,7,7,7,7,5,7,7,2,-6,-5,2,-6,2,2,25,-6,-6,1,7,7,7,7,5,5,3,2,2,2,2,-5,2
"248","0248","02480",0,-6,-6,2,0,35,13,0,7,7,5,5,7,1,7,7,2,-6,-5,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"249","0249","02490",1,-6,-6,1,-6,21,14,0,5,5,3,3,4,5,7,7,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,7,5,3,4,3,4,2,7,7,7,-5,2
"250","0250","02500",1,-6,-6,1,-6,27,13,0,202,205,205,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,201,-5,-5,201,-5,-5,2,2
"251","0251","02510",1,-6,-6,1,-6,23,14,0,7,5,7,7,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,2,7,7,3,2,7,7,5,-5,2
"252","0252","02520",1,-6,-6,1,-6,37,14,0,7,7,7,2,4,0,7,5,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,2,7,2,7,0,5,7,7,3,-5,2
"253","0253","02530",1,-6,-6,2,3,24,14,0,201,202,202,-5,-5,-5,-5,-5,1,4,3,2,-6,2,2,1,-6,-6,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"254","0254","02540",0,-6,-6,2,2,19,17,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,2,-6,-6,-5,-5,-5,-5,204,-5,204,-5,-5,204,-5,-5,3,2
"255","0255","02550",1,-6,-6,2,3,29,14,0,5,3,2,4,6,1,7,7,1,4,-5,2,-6,2,2,2,-6,-6,1,4,0,0,0,0,0,0,0,0,0,0,-5,2
"256","0256","02560",0,-6,-6,2,1,40,17,0,201,201,201,201,201,201,201,201,2,-6,-5,1,30,2,2,4,-6,-6,2,-6,204,204,204,204,204,204,204,204,202,204,-5,2
"257","0257","02570",1,-6,-6,2,2,30,17,0,201,201,201,201,201,203,201,201,1,4,-5,1,40,2,2,0,10,2000,1,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"258","0258","02580",1,-6,-6,1,-6,38,15,0,7,7,6,0,7,1,7,7,2,-6,-5,1,11,1,-6,-6,-6,-6,-6,-6,7,3,7,2,7,0,5,3,7,0,-5,2
"259","0259","02590",1,-6,-6,2,3,27,21,0,7,3,3,3,7,1,7,7,2,-6,-5,2,-6,2,2,12,-6,-6,1,-2,2,2,2,2,2,2,2,2,2,2,-5,2
"260","0260","02600",1,-6,-6,1,-6,24,12,0,7,2,5,1,3,3,7,7,2,-6,-5,1,55,1,-6,-6,-6,-6,-6,-6,0,1,0,2,4,1,5,7,7,7,-5,2
