"","idnum","mothid1","cm1fint","m1a4","m1a11a","m1a11b","m1a11c","m1a11d","cm1age","cm1bsex","m1b2","m1b3","m1b11a","m1b22a","m1b11b","m1b22b","m1b11c","m1b22c","m1b11d","m1b22d","m1b13b","m1b25b","m1b13c","m1b25c","m1b16","m1b17","m1g2","m1g3","m1g4","fathid1","f1b5a","f1b11a","f1b22a","f1b5b","f1b11b","f1b22b","f1b5c","f1b11c","f1b22c","f1b5d","f1b11d","f1b22d","f1b13b","f1b13c","f1b16","f1b17","f1g3","f1g4","f1g2"
"110","0110","01100",0,2,1,1,2,2,20,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"01101",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"111","0111","01110",1,2,1,2,1,2,17,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"01111",1,-6,-6,1,-6,-6,2,-6,-6,2,-6,-6,-6,-6,2,2,5,4,5
"112","0112","01120",1,2,1,1,2,2,18,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"01121",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,2,4,4
"113","0113","01130",1,2,1,2,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01131",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,3,3
"114","0114","01140",1,2,1,2,2,2,26,2,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01141",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,3
"115","0115","01150",1,1,-6,-6,-6,-6,41,2,1,-6,-6,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,-6,5,5,4,"01151",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"116","0116","01160",1,2,1,2,2,2,24,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01161",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"117","0117","01170",1,2,1,1,2,2,27,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,3,"01171",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
"118","0118","01180",1,2,1,2,2,2,23,2,2,2,1,-6,2,-6,1,-6,2,-6,1,-5,2,-5,1,1,5,5,4,"01181",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"119","0119","01190",1,2,1,2,2,2,24,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,2,2,4,5,4,"01191",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"120","0120","01200",1,2,1,1,2,2,39,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01201",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,3
"121","0121","01210",0,2,1,2,1,2,29,2,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"01211",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"122","0122","01220",1,2,1,2,2,2,33,2,2,2,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,4,4,4,"01221",-6,-6,-3,-6,-6,-3,-6,-6,-3,-6,-6,-3,-6,-6,-6,-6,5,4,3
"123","0123","01230",1,2,1,2,1,2,18,2,2,2,2,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01231",-6,2,-6,-6,2,-6,-6,2,-6,-6,2,-6,2,2,2,2,5,4,5
"124","0124","01240",1,2,1,2,2,2,18,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01241",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,3,4
"125","0125","01250",1,1,-6,-6,-6,-6,32,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"01251",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,1
"126","0126","01260",0,2,1,2,2,2,21,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,3,"01261",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"127","0127","01270",0,2,1,1,1,2,26,1,2,1,2,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"01271",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"128","0128","01280",1,2,1,1,1,2,32,2,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,2,"01281",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"129","0129","01290",1,2,1,2,2,2,30,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,4,5,4,"01291",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"130","0130","01300",1,2,1,1,2,2,24,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01301",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"131","0131","01310",0,2,1,2,2,2,22,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"01311",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"132","0132","01320",1,2,1,2,2,2,21,1,2,2,1,-6,1,-6,1,-6,1,-6,2,-5,2,-5,2,1,5,5,4,"01321",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,2,1,5,4,3
"133","0133","01330",0,2,1,2,2,2,25,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"01331",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"134","0134","01340",1,1,-6,-6,-6,-6,27,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"01341",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"135","0135","01350",1,1,-6,-6,-6,-6,26,2,1,-6,-6,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01351",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"136","0136","01360",0,2,1,2,2,2,26,1,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,2,2,5,5,4,"01361",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"137","0137","01370",0,1,-6,-6,-6,-6,32,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01371",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"138","0138","01380",1,1,-6,-6,-6,-6,32,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,3,"01381",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"139","0139","01390",1,2,1,1,2,2,20,1,2,1,1,-6,2,-6,1,-6,1,-6,2,-6,1,-6,1,1,5,5,4,"01391",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,2,3,3
"140","0140","01400",1,2,1,2,2,2,19,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"01401",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,3,3,5
"141","0141","01410",1,1,-6,-6,-6,-6,32,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"01411",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,2
"142","0142","01420",0,2,1,2,1,2,19,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"01421",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"143","0143","01430",1,2,1,2,2,2,37,2,2,1,2,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,4,3,3,"01431",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,2,2,1,1,5,4,2
"144","0144","01440",0,2,1,2,2,2,19,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,5,4,4,"01441",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"145","0145","01450",1,1,-6,-6,-6,-6,28,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01451",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"146","0146","01460",1,1,-6,-6,-6,-6,31,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,-5,-6,-5,-6,-6,4,5,4,"01461",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,4,4,2
"147","0147","01470",1,2,1,1,1,2,24,2,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,3,5,4,"01471",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"148","0148","01480",1,2,1,1,2,2,22,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"01481",-6,2,-6,-6,1,-6,-6,2,-6,-6,1,-6,2,1,1,1,4,3,4
"149","0149","01490",1,2,1,1,2,2,27,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,2,-5,1,1,4,5,4,"01491",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"150","0150","01500",1,2,1,1,2,2,21,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"01501",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"151","0151","01510",1,2,1,2,1,2,21,1,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,2,2,5,5,4,"01511",2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,2,2,5,4,5
"152","0152","01520",0,2,1,2,2,2,21,2,2,2,2,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,2,5,5,4,"01521",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"153","0153","01530",0,2,1,2,1,2,20,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"01531",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"154","0154","01540",1,1,-6,-6,-6,-6,21,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01541",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"155","0155","01550",1,1,-6,-6,-6,-6,32,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01551",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"156","0156","01560",1,2,1,1,2,2,21,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,3,3,3,"01561",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"157","0157","01570",1,2,1,1,2,2,28,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"01571",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,3
"158","0158","01580",1,1,-6,-6,-6,-6,21,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01581",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"159","0159","01590",1,2,1,2,2,2,18,1,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"01591",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,1,3
"160","0160","01600",1,2,1,1,2,2,20,2,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,-3,1,5,5,4,"01601",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,2,1,5,4,3
"161","0161","01610",1,2,1,2,1,2,20,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01611",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,4,2
"162","0162","01620",1,2,1,2,1,2,23,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01621",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,3,5
"163","0163","01630",0,1,-6,-6,-6,-6,40,2,1,-6,-6,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01631",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"164","0164","01640",1,1,-6,-6,-6,-6,22,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01641",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"165","0165","01650",1,2,1,1,2,2,43,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"01651",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,3
"166","0166","01660",0,2,1,2,2,2,23,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"01661",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"167","0167","01670",1,2,1,2,1,2,31,2,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,2,2,5,5,4,"01671",2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,2,2,5,4,4
"168","0168","01680",1,2,1,1,2,2,21,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-2,1,5,5,4,"01681",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"169","0169","01690",1,2,1,1,2,2,25,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01691",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,3,5
"170","0170","01700",1,2,1,1,2,2,24,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"01701",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"171","0171","01710",1,1,-6,-6,-6,-6,36,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01711",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"172","0172","01720",1,2,1,1,2,2,31,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"01721",-6,-3,-6,-6,-3,-6,-6,-3,-6,-6,-3,-6,-3,-3,1,1,5,4,4
"173","0173","01730",1,2,1,1,1,2,23,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"01731",-6,2,-6,-6,1,-6,-6,2,-6,-6,2,-6,3,1,1,1,5,3,5
"174","0174","01740",1,1,-6,-6,-6,-6,34,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"01741",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,2
"175","0175","01750",1,2,1,1,2,2,38,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01751",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"176","0176","01760",1,2,1,2,2,2,23,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01761",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,3,4
"177","0177","01770",1,2,1,2,2,2,20,1,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,2,5,4,"01771",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,2,1,5,3,2
"178","0178","01780",1,2,1,1,2,2,20,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"01781",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,4,2
"179","0179","01790",0,2,1,2,1,2,19,2,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"01791",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"180","0180","01800",1,2,1,1,2,2,26,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01801",-6,1,-6,-6,2,-6,-6,1,-6,-6,2,-6,3,1,1,1,5,4,5
"181","0181","01810",1,2,1,1,2,2,30,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01811",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,4
"182","0182","01820",1,2,1,1,1,2,32,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01821",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,2,1,1,3,4,2
"183","0183","01830",1,1,-6,-6,-6,-6,23,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01831",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"184","0184","01840",0,2,1,2,2,2,25,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,4,"01841",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"185","0185","01850",0,2,1,1,2,2,24,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01851",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"186","0186","01860",1,1,-6,-6,-6,-6,37,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,4,5,4,"01861",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"187","0187","01870",1,1,-6,-6,-6,-6,31,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"01871",-6,-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,2,2
"188","0188","01880",0,2,1,2,2,2,23,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,2,5,5,4,"01881",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"189","0189","01890",1,2,1,1,2,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01891",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,3
"190","0190","01900",1,1,-6,-6,-6,-6,28,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,2,-6,1,-6,-6,5,5,4,"01901",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,3
"191","0191","01910",1,2,1,1,1,2,25,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"01911",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"192","0192","01920",1,2,1,2,2,2,22,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"01921",2,-6,-6,2,-6,-6,1,-6,-6,2,-6,-6,-6,-6,2,2,5,4,4
"193","0193","01930",1,1,1,1,2,2,23,2,2,1,2,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"01931",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"194","0194","01940",0,2,1,1,2,2,27,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01941",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"195","0195","01950",0,2,1,2,2,2,29,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"01951",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"196","0196","01960",1,2,1,1,2,2,21,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,3,"01961",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,3,4
"197","0197","01970",1,1,-6,-6,-6,-6,24,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,3,"01971",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,4,3,4
"198","0198","01980",1,1,-6,-6,-6,-6,35,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"01981",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,5
"199","0199","01990",1,2,1,2,2,2,21,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,5,5,3,"01991",-6,-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,3,3
"200","0200","02000",1,1,-6,-6,-6,-6,26,2,1,-6,-6,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,-6,5,5,4,"02001",-6,1,-6,-6,2,-6,-6,2,-6,-6,2,-6,3,2,1,1,5,4,5
"201","0201","02010",1,1,-6,-6,-6,-6,24,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"02011",-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"202","0202","02020",1,1,-6,-6,-6,-6,41,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"02021",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"203","0203","02030",1,2,1,2,2,2,21,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"02031",2,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,1,1,5,4,3
"204","0204","02040",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"02041",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,2
"205","0205","02050",1,2,1,2,2,2,21,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,2,2,5,5,4,"02051",1,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,2,2,2,4,2
"206","0206","02060",0,2,1,2,2,2,35,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,3,"02061",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"207","0207","02070",1,2,1,1,2,2,33,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,4,5,4,"02071",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"208","0208","02080",0,2,1,2,1,2,18,1,2,1,2,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"02081",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"209","0209","02090",1,2,1,1,2,2,25,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,-3,4,"02091",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"210","0210","02100",0,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"02101",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"211","0211","02110",1,2,1,1,2,2,22,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"02111",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,3,3,3
"212","0212","02120",0,2,2,2,1,2,20,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,3,"02121",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"213","0213","02130",1,2,1,1,2,2,23,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"02131",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,4,4
"214","0214","02140",1,2,1,1,2,2,22,1,2,1,2,-6,2,-6,2,-6,2,-6,2,-6,1,-6,1,1,5,5,4,"02141",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,4,5
"215","0215","02150",0,2,1,2,1,2,31,1,2,2,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,2,5,3,4,"02151",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"216","0216","02160",1,2,1,1,2,2,27,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"02161",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,2,3,1
"217","0217","02170",1,2,1,2,2,2,28,1,2,2,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"02171",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,3,1,1,5,3,5
"218","0218","02180",1,2,1,1,2,2,29,1,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"02181",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,4,2,4
